Дата,Символ,Тип,Лот,Суап,Печалба,,Месец,Начално салдо,Цел,Разлика,Изпълнена
09/04/2025 17:07:17,EURJPY,buy,0.08,0.00, 16.63,,,,,,
09/04/2025 17:51:39,USDJPY,buy,0.08,0.00, 10.42,,,,,,
09/04/2025 17:56:13,EURJPY,sell,0.08, 0.31, 13.46,,,,,,
09/04/2025 20:21:18,EURJPY,sell,0.08, 0.31, 0.75,,,,,,
09/04/2025 21:38:17,USDJPY,buy,0.04,- 2.19, 28.25,,,,,,
10/04/2025 08:41:05,USDJPY,buy,0.08,- 4.38, 8.04,,,,,,
10/04/2025 10:59:46,EURJPY,sell,0.08,0.00, 12.23,,,,,,
10/04/2025 12:01:14,USDJPY,buy,0.08,0.00, 28.42,,,,,,
10/04/2025 13:57:31,USDJPY,buy,0.08,0.00, 6.95,,,,,,
10/04/2025 15:16:42,USDJPY,buy,0.08,0.00, 17.04,,,,,,
10/04/2025 15:30:01,EURUSD,sell,0.08,- 3.44, 13.24,,,,,,
10/04/2025 16:59:19,EURUSD,sell,0.08,0.00, 0.29,,,,,,
10/04/2025 17:02:46,EURUSD,sell,0.08,0.00, 36.92,,,,,,
10/04/2025 18:00:03,USDJPY,buy,0.08,0.00, 6.83,,,,,,
10/04/2025 18:00:20,EURJPY,sell,0.08,0.00, 6.83,,,,,,
10/04/2025 18:34:52,EURJPY,sell,0.08,0.00, 5.59,,,,,,
10/04/2025 20:02:24,EURJPY,sell,0.08,0.00,- 7.62,,,,,,
10/04/2025 20:16:49,USDJPY,sell,0.04, 29.64,- 330.88,,,,,,
10/04/2025 20:36:07,USDJPY,sell,0.04, 18.46,- 229.35,,,,,,
10/04/2025 21:27:15,EURUSD,buy,0.05, 1.28,- 201.51,,,,,,
10/04/2025 21:30:22,EURJPY,sell,0.08,0.00,- 0.84,,,,,,
10/04/2025 22:57:49,EURUSD,buy,0.05, 1.38,- 196.52,,,,,,
10/04/2025 23:03:11,EURJPY,buy,0.08,- 2.77,- 117.80,,,,,,
10/04/2025 23:04:12,EURJPY,sell,0.06,0.00, 2.04,,,,,,
11/04/2025 01:26:34,EURUSD,sell,0.08,0.00, 9.54,,,,,,
11/04/2025 01:54:23,USDJPY,buy,0.08,0.00, 12.52,,,,,,
11/04/2025 02:51:59,EURJPY,sell,0.08,0.00, 13.14,,,,,,
11/04/2025 10:46:05,EURJPY,buy,0.08,0.00,- 7.78,,,,,,
11/04/2025 11:01:26,EURJPY,buy,0.08,0.00,- 10.59,,,,,,
11/04/2025 11:02:27,USDJPY,buy,0.05,0.00, 8.90,,,,,,
11/04/2025 11:05:12,EURUSD,sell,0.07,0.00, 15.08,,,,,,
11/04/2025 11:11:27,EURUSD,sell,0.08,0.00, 11.61,,,,,,
11/04/2025 11:25:16,EURUSD,sell,0.08,0.00, 23.98,,,,,,
11/04/2025 11:34:26,EURJPY,sell,0.08,0.00, 4.18,,,,,,
11/04/2025 11:38:41,USDJPY,buy,0.08,0.00, 20.37,,,,,,
11/04/2025 11:40:51,EURUSD,sell,0.08,0.00, 32.80,,,,,,
11/04/2025 11:54:33,EURJPY,sell,0.08,0.00, 1.52,,,,,,
11/04/2025 11:57:05,EURJPY,sell,0.08,0.00,- 18.07,,,,,,
11/04/2025 12:35:09,EURJPY,buy,0.08,0.00, 0.05,,,,,,
11/04/2025 12:38:11,EURUSD,sell,0.08,0.00, 2.10,,,,,,
11/04/2025 12:44:58,USDJPY,buy,0.08,0.00, 7.74,,,,,,
11/04/2025 12:53:12,EURUSD,buy,0.08,0.00, 19.72,,,,,,
11/04/2025 13:39:09,USDJPY,sell,0.06,0.00,- 0.07,,,,,,
11/04/2025 14:59:24,EURUSD,buy,0.05,0.00,- 4.10,,,,,,
11/04/2025 15:00:41,EURUSD,sell,0.07,0.00, 10.69,,,,,,
11/04/2025 16:12:48,USDJPY,buy,0.04,0.00, 4.44,,,,,,
11/04/2025 16:17:47,EURUSD,buy,0.05,0.00, 0.18,,,,,,
11/04/2025 16:23:05,EURJPY,sell,0.09,0.00, 2.05,,,,,,
11/04/2025 16:46:56,EURUSD,buy,0.08,0.00, 13.33,,,,,,
11/04/2025 16:48:14,EURJPY,sell,0.08,0.00, 1.23,,,,,,
11/04/2025 17:54:54,EURUSD,sell,0.05,0.00,- 52.92,,,,,,
11/04/2025 19:34:51,EURJPY,sell,0.08,0.00, 0.69,,,,,,
11/04/2025 20:38:12,USDJPY,buy,0.09,- 3.27,- 52.97,,,,,,
15/04/2025 22:46:59,EURJPY,buy,0.08,- 6.46,- 112.10,,,,,,
16/04/2025 11:18:05,AUDJPY,buy,0.05,0.00,- 7.79,,,,,,
16/04/2025 11:30:25,EURCAD,buy,0.05,0.00, 6.77,,,,,,
16/04/2025 11:40:17,EURCAD,buy,0.05,0.00, 2.50,,,,,,
16/04/2025 11:42:08,AUDJPY,sell,0.05,0.00, 6.05,,,,,,
16/04/2025 12:14:35,GBPUSD,buy,0.05,0.00, 0.84,,,,,,
16/04/2025 13:13:54,EURCHF,buy,0.05,0.00, 3.50,,,,,,
16/04/2025 14:43:03,GBPCHF,buy,0.07,0.00, 3.17,,,,,,
16/04/2025 15:00:59,AUDJPY,buy,0.07,0.00, 8.05,,,,,,
16/04/2025 16:01:06,GBPJPY,sell,0.07,0.00,- 6.23,,,,,,
16/04/2025 16:11:40,USDJPY,buy,0.07,0.00, 8.17,,,,,,
16/04/2025 16:25:31,GBPJPY,buy,0.07,0.00, 5.02,,,,,,
16/04/2025 17:02:08,GBPJPY,buy,0.07,0.00, 3.68,,,,,,
16/04/2025 17:13:43,AUDCHF,buy,0.07,0.00,- 12.69,,,,,,
16/04/2025 20:41:01,AUDCHF,buy,0.06,0.00, 1.03,,,,,,
16/04/2025 20:54:38,USDJPY,buy,0.09,0.00, 2.39,,,,,,
17/04/2025 07:30:27,EURCHF,buy,0.07,0.00,- 11.06,,,,,,
17/04/2025 09:55:19,CADCHF,buy,0.07,0.00,- 14.15,,,,,,
17/04/2025 11:03:25,GBPCHF,buy,0.05,0.00, 1.34,,,,,,
17/04/2025 11:40:52,EURCAD,sell,0.07,0.00, 2.04,,,,,,
17/04/2025 11:48:12,GBPCHF,buy,0.09,0.00, 0.19,,,,,,
17/04/2025 12:19:16,USDJPY,buy,0.09,0.00, 3.72,,,,,,
17/04/2025 13:15:24,GBPCHF,buy,0.09,0.00, 10.96,,,,,,
17/04/2025 13:47:11,GBPCHF,buy,0.07,0.00,- 7.99,,,,,,
17/04/2025 14:57:50,GBPCHF,buy,0.04,0.00,- 4.22,,,,,,
17/04/2025 15:03:03,EURUSD,buy,0.03,0.00, 5.27,,,,,,
17/04/2025 15:20:41,USDJPY,buy,0.07,0.00, 12.26,,,,,,
17/04/2025 16:43:29,USDJPY,buy,0.06,0.00, 1.52,,,,,,
17/04/2025 17:04:29,GBPCHF,buy,0.05,0.00, 4.25,,,,,,
17/04/2025 17:38:16,GBPCHF,sell,0.07,0.00, 6.83,,,,,,
17/04/2025 18:43:13,EURJPY,sell,0.06,0.00, 3.23,,,,,,
17/04/2025 19:00:21,GBPJPY,sell,0.03,0.00, 3.97,,,,,,
17/04/2025 19:28:29,EURJPY,sell,0.07,0.00, 4.20,,,,,,
17/04/2025 19:28:30,USDJPY,sell,0.02, 0.32,- 8.55,,,,,,
21/04/2025 00:10:13,EURUSD,sell,0.08,- 4.72, 12.64,,,,,,
21/04/2025 20:16:33,USDJPY,sell,0.03, 0.24,- 9.79,,,,,,
22/04/2025 10:40:16,EURCAD,buy,0.05,0.00, 4.82,,,,,,
22/04/2025 10:45:10,EURUSD,buy,0.02, 0.05, 4.67,,,,,,
22/04/2025 12:00:35,AUDCHF,buy,0.06,0.00, 2.19,,,,,,
22/04/2025 12:58:18,GBPJPY,sell,0.05,0.00,- 21.31,,,,,,
22/04/2025 13:30:57,CHFJPY,buy,0.05,0.00, 1.18,,,,,,
22/04/2025 13:48:23,CADCHF,buy,0.05,0.00,- 5.41,,,,,,
22/04/2025 13:55:31,EURUSD,sell,0.06,0.00,- 20.03,,,,,,
22/04/2025 15:05:08,EURUSD,sell,0.03,0.00,- 6.04,,,,,,
22/04/2025 15:36:32,EURUSD,sell,0.05,0.00,- 0.70,,,,,,
22/04/2025 15:42:56,USDJPY,buy,0.05,0.00,- 8.75,,,,,,
22/04/2025 15:50:34,EURCAD,sell,0.05,0.00,- 6.64,,,,,,
22/04/2025 15:50:39,EURCAD,buy,0.05,0.00, 4.19,,,,,,
22/04/2025 17:35:32,USDJPY,buy,0.05,0.00, 3.07,,,,,,
22/04/2025 17:37:02,EURUSD,sell,0.07,0.00, 4.21,,,,,,
22/04/2025 17:41:06,EURUSD,sell,0.07,0.00, 2.25,,,,,,
22/04/2025 17:54:23,EURUSD,sell,0.07,0.00, 2.62,,,,,,
22/04/2025 18:18:25,EURUSD,sell,0.07,0.00,- 7.02,,,,,,
22/04/2025 18:58:37,USDJPY,buy,0.07,0.00,- 12.35,,,,,,
22/04/2025 19:32:19,EURUSD,buy,0.07,0.00, 17.80,,,,,,
22/04/2025 20:44:24,EURUSD,sell,0.05,0.00, 0.57,,,,,,
22/04/2025 20:52:08,USDJPY,sell,0.03, 0.24, 20.30,,,,,,
23/04/2025 00:36:29,EURUSD,buy,0.05, 0.12, 39.50,,,,,,
23/04/2025 03:35:26,USDJPY,buy,0.06,0.00, 1.33,,,,,,
23/04/2025 03:48:52,EURUSD,sell,0.06,0.00, 1.21,,,,,,
23/04/2025 03:50:49,EURUSD,sell,0.06,0.00, 7.05,,,,,,
23/04/2025 12:00:21,EURUSD,sell,0.05,0.00, 7.83,,,,,,
23/04/2025 12:04:22,USDJPY,buy,0.05,0.00, 7.51,,,,,,
23/04/2025 12:20:59,USDJPY,buy,0.05,0.00,- 7.10,,,,,,
23/04/2025 12:50:40,EURCHF,sell,0.05,0.00, 5.27,,,,,,
23/04/2025 14:42:13,EURUSD,sell,0.07,0.00, 3.13,,,,,,
23/04/2025 14:45:33,USDJPY,buy,0.07,0.00, 12.47,,,,,,
23/04/2025 17:06:47,EURUSD,buy,0.05,0.00,- 7.84,,,,,,
23/04/2025 17:07:09,USDJPY,sell,0.05,0.00,- 12.63,,,,,,
23/04/2025 17:07:11,USDJPY,buy,0.07,0.00, 14.80,,,,,,
23/04/2025 17:18:39,EURUSD,sell,0.06,0.00, 9.29,,,,,,
24/04/2025 01:28:17,USDJPY,buy,0.05,0.00, 2.75,,,,,,
24/04/2025 10:24:05,EURUSD,sell,0.05,0.00, 12.00,,,,,,
24/04/2025 11:00:16,EURUSD,sell,0.07,0.00, 0.31,,,,,,
24/04/2025 11:22:32,USDJPY,buy,0.07,0.00,- 0.09,,,,,,
24/04/2025 12:07:18,USDJPY,buy,0.07,0.00, 2.03,,,,,,
24/04/2025 12:11:29,AUDCHF,sell,0.07,0.00,- 6.48,,,,,,
24/04/2025 12:52:50,EURUSD,sell,0.07,0.00, 0.25,,,,,,
24/04/2025 14:30:11,EURUSD,buy,0.05,0.00, 4.31,,,,,,
24/04/2025 15:02:13,EURJPY,buy,0.05,0.00, 3.58,,,,,,
24/04/2025 16:17:49,EURUSD,buy,0.06,0.00, 2.06,,,,,,
24/04/2025 18:15:55,EURUSD,buy,0.07,0.00, 7.52,,,,,,
24/04/2025 18:26:26,EURUSD,sell,0.07,0.00,- 3.76,,,,,,
24/04/2025 18:40:59,USDJPY,sell,0.05,0.00, 0.49,,,,,,
24/04/2025 18:52:21,EURUSD,sell,0.07,0.00, 5.05,,,,,,
24/04/2025 19:14:47,EURUSD,sell,0.07,0.00,- 2.83,,,,,,
24/04/2025 19:37:24,EURUSD,sell,0.07,0.00, 5.97,,,,,,
24/04/2025 20:03:14,EURUSD,sell,0.07,0.00,- 4.92,,,,,,
24/04/2025 20:03:15,USDJPY,buy,0.05,0.00,- 8.13,,,,,,
24/04/2025 22:30:55,EURUSD,buy,0.07, 0.17, 8.39,,,,,,
25/04/2025 04:08:31,EURUSD,buy,0.07, 0.17, 3.33,,,,,,
25/04/2025 07:34:47,USDJPY,buy,0.06,0.00,- 4.09,,,,,,
25/04/2025 07:49:18,USDJPY,sell,0.05,0.00, 0.52,,,,,,
25/04/2025 09:30:11,USDJPY,buy,0.07,0.00, 8.68,,,,,,
25/04/2025 09:39:07,EURUSD,sell,0.05,0.00, 7.09,,,,,,
25/04/2025 09:39:08,GBPUSD,sell,0.07,0.00, 5.37,,,,,,
25/04/2025 09:40:18,USDJPY,buy,0.07,0.00,- 7.94,,,,,,
25/04/2025 11:07:28,EURUSD,buy,0.04,0.00, 5.04,,,,,,
25/04/2025 16:13:36,EURCHF,sell,0.05,0.00,- 10.93,,,,,,
25/04/2025 16:24:25,EURCHF,buy,0.07,0.00, 2.67,,,,,,
25/04/2025 16:26:00,EURUSD,buy,0.05,0.00, 3.04,,,,,,
25/04/2025 16:34:33,EURCHF,sell,0.04,0.00, 1.06,,,,,,
25/04/2025 17:01:47,EURUSD,buy,0.05,0.00,- 14.95,,,,,,
25/04/2025 17:14:19,EURUSD,buy,0.07,0.00, 3.02,,,,,,
25/04/2025 17:21:50,USDJPY,buy,0.07,0.00, 4.93,,,,,,
25/04/2025 17:27:20,USDJPY,buy,0.07,0.00,- 9.50,,,,,,
25/04/2025 17:49:03,EURUSD,sell,0.07,0.00, 1.29,,,,,,
25/04/2025 17:49:56,USDJPY,sell,0.05,0.00, 3.76,,,,,,
25/04/2025 17:58:14,EURUSD,buy,0.07,0.00, 1.85,,,,,,
25/04/2025 18:45:21,USDJPY,buy,0.07,0.00, 1.03,,,,,,
25/04/2025 19:06:24,EURUSD,buy,0.06, 0.14, 10.74,,,,,,
28/04/2025 11:10:44,USDJPY,sell,0.05, 0.40,- 29.56,,,,,,
28/04/2025 17:36:18,EURUSD,buy,0.06,0.00,- 20.34,,,,,,
28/04/2025 17:36:51,EURUSD,sell,0.06,0.00, 12.41,,,,,,
28/04/2025 17:41:24,EURUSD,sell,0.06,0.00, 10.94,,,,,,
28/04/2025 17:41:28,USDJPY,buy,0.06,0.00, 16.16,,,,,,
28/04/2025 17:47:37,USDJPY,sell,0.04,0.00, 3.00,,,,,,
28/04/2025 18:02:12,EURUSD,buy,0.04,0.00, 4.57,,,,,,
28/04/2025 18:08:11,EURUSD,sell,0.05,0.00,- 4.97,,,,,,
28/04/2025 18:14:31,EURUSD,buy,0.05,0.00, 1.32,,,,,,
28/04/2025 18:22:18,USDJPY,buy,0.05,0.00, 0.80,,,,,,
29/04/2025 08:42:30,EURUSD,sell,0.05,0.00, 5.13,,,,,,
29/04/2025 11:10:03,EURUSD,sell,0.07,0.00,- 13.65,,,,,,
29/04/2025 11:13:20,EURUSD,buy,0.07,0.00, 6.76,,,,,,
29/04/2025 11:13:55,EURUSD,sell,0.07,0.00, 2.77,,,,,,
29/04/2025 11:54:10,USDJPY,sell,0.07,0.00, 1.94,,,,,,
29/04/2025 12:10:25,EURUSD,buy,0.07,0.00, 1.91,,,,,,
29/04/2025 14:15:23,GBPCHF,buy,0.05,0.00, 5.59,,,,,,
29/04/2025 15:45:50,USDCHF,buy,0.06,0.00, 7.10,,,,,,
29/04/2025 15:45:51,EURUSD,sell,0.07,0.00, 5.03,,,,,,
29/04/2025 15:55:27,USDJPY,sell,0.07,0.00,- 13.19,,,,,,
29/04/2025 15:57:07,GBPCHF,sell,0.06,0.00,- 12.08,,,,,,
29/04/2025 16:11:45,USDJPY,buy,0.07,0.00, 5.48,,,,,,
29/04/2025 16:15:57,GBPCHF,buy,0.07,0.00,- 7.38,,,,,,
29/04/2025 16:25:56,EURUSD,sell,0.07,0.00, 2.76,,,,,,
29/04/2025 16:39:22,USDJPY,buy,0.07,0.00, 1.60,,,,,,
29/04/2025 16:44:00,EURUSD,buy,0.07,0.00, 2.70,,,,,,
30/04/2025 10:51:05,EURUSD,buy,0.07,0.00, 5.42,,,,,,
30/04/2025 11:34:57,USDJPY,sell,0.07,0.00, 3.84,,,,,,
30/04/2025 16:05:23,EURUSD,buy,0.06,0.00, 14.76,,,,,,
30/04/2025 21:01:25,EURUSD,buy,0.07,0.00, 8.96,,,,,,
30/04/2025 23:02:50,USDJPY,sell,0.06,0.00, 3.74,,,,,,
