<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.06	01:00:00	1.30670	1.30843	1.30640	1.30768	1667	0	7
2020.01.06	02:00:00	1.30767	1.30879	1.30765	1.30794	1353	0	7
2020.01.06	03:00:00	1.30794	1.30813	1.30753	1.30787	1053	0	7
2020.01.06	04:00:00	1.30787	1.30877	1.30787	1.30869	762	0	5
2020.01.06	05:00:00	1.30869	1.30902	1.30804	1.30816	1005	0	5
2020.01.06	06:00:00	1.30816	1.30866	1.30805	1.30835	775	0	5
2020.01.06	07:00:00	1.30834	1.30855	1.30795	1.30807	772	0	5
2020.01.06	08:00:00	1.30807	1.30829	1.30682	1.30820	1919	0	6
2020.01.06	09:00:00	1.30821	1.30944	1.30695	1.30727	3236	0	5
2020.01.06	10:00:00	1.30732	1.31081	1.30639	1.31054	3812	0	5
2020.01.06	11:00:00	1.31054	1.31482	1.31026	1.31431	4431	0	5
2020.01.06	12:00:00	1.31436	1.31732	1.31377	1.31518	4053	0	5
2020.01.06	13:00:00	1.31519	1.31742	1.31508	1.31565	2581	0	5
2020.01.06	14:00:00	1.31566	1.31568	1.31382	1.31382	1889	0	5
2020.01.06	15:00:00	1.31385	1.31485	1.31345	1.31401	2031	0	5
2020.01.06	16:00:00	1.31402	1.31608	1.31331	1.31363	2267	0	5
2020.01.06	17:00:00	1.31363	1.31623	1.31335	1.31584	2525	0	5
2020.01.06	18:00:00	1.31585	1.31696	1.31518	1.31622	1900	0	5
2020.01.06	19:00:00	1.31622	1.31743	1.31563	1.31591	1559	0	5
2020.01.06	20:00:00	1.31590	1.31674	1.31577	1.31577	1000	0	5
2020.01.06	21:00:00	1.31576	1.31637	1.31554	1.31628	975	0	5
2020.01.06	22:00:00	1.31625	1.31671	1.31588	1.31659	1044	0	5
2020.01.06	23:00:00	1.31658	1.31683	1.31639	1.31668	658	0	5
2020.01.07	00:00:00	1.31664	1.31783	1.31664	1.31740	366	0	7
2020.01.07	01:00:00	1.31742	1.31758	1.31682	1.31713	1922	0	5
2020.01.07	02:00:00	1.31710	1.31766	1.31693	1.31727	1400	0	6
2020.01.07	03:00:00	1.31727	1.31774	1.31698	1.31715	1208	0	5
2020.01.07	04:00:00	1.31716	1.31724	1.31684	1.31694	775	0	7
2020.01.07	05:00:00	1.31694	1.31757	1.31685	1.31733	932	0	6
2020.01.07	06:00:00	1.31732	1.31751	1.31691	1.31705	1426	0	7
2020.01.07	07:00:00	1.31705	1.31724	1.31530	1.31540	810	0	6
2020.01.07	08:00:00	1.31541	1.31626	1.31474	1.31554	2537	0	5
2020.01.07	09:00:00	1.31553	1.31614	1.31407	1.31437	2862	0	5
2020.01.07	10:00:00	1.31437	1.32121	1.31425	1.31878	4785	0	5
2020.01.07	11:00:00	1.31877	1.31971	1.31670	1.31726	3148	0	5
2020.01.07	12:00:00	1.31725	1.31735	1.31453	1.31601	3830	0	5
2020.01.07	13:00:00	1.31601	1.31641	1.31452	1.31467	2558	0	5
2020.01.07	14:00:00	1.31472	1.31476	1.31102	1.31205	4011	0	5
2020.01.07	15:00:00	1.31201	1.31231	1.31018	1.31181	3480	0	5
2020.01.07	16:00:00	1.31179	1.31355	1.31046	1.31048	2856	0	5
2020.01.07	17:00:00	1.31048	1.31242	1.30947	1.31211	3558	0	5
2020.01.07	18:00:00	1.31211	1.31323	1.31060	1.31256	2307	0	5
2020.01.07	19:00:00	1.31256	1.31393	1.31219	1.31273	2264	0	5
2020.01.07	20:00:00	1.31273	1.31369	1.31246	1.31248	1853	0	5
2020.01.07	21:00:00	1.31250	1.31268	1.31180	1.31203	2073	0	5
2020.01.07	22:00:00	1.31203	1.31229	1.31161	1.31174	1300	0	6
2020.01.07	23:00:00	1.31176	1.31212	1.31134	1.31191	1126	0	5
2020.01.08	00:00:00	1.31207	1.31246	1.31046	1.31122	632	0	5
2020.01.08	01:00:00	1.31125	1.31193	1.31046	1.31136	1515	0	7
2020.01.08	02:00:00	1.31137	1.31192	1.31071	1.31116	3497	0	5
2020.01.08	03:00:00	1.31117	1.31208	1.31109	1.31166	2601	0	5
2020.01.08	04:00:00	1.31166	1.31395	1.31166	1.31328	2147	0	6
2020.01.08	05:00:00	1.31328	1.31390	1.31234	1.31305	1674	0	5
2020.01.08	06:00:00	1.31305	1.31341	1.31179	1.31207	1189	0	6
2020.01.08	07:00:00	1.31208	1.31242	1.31159	1.31172	1573	0	5
2020.01.08	08:00:00	1.31171	1.31335	1.31171	1.31290	1174	0	5
2020.01.08	09:00:00	1.31296	1.31621	1.31264	1.31520	2854	0	5
2020.01.08	10:00:00	1.31524	1.31695	1.31386	1.31660	4760	0	5
2020.01.08	11:00:00	1.31661	1.31692	1.31100	1.31199	3261	0	5
2020.01.08	12:00:00	1.31190	1.31359	1.30914	1.31198	4540	0	5
2020.01.08	13:00:00	1.31197	1.31244	1.30985	1.31084	3155	0	5
2020.01.08	14:00:00	1.31083	1.31194	1.30801	1.30927	4100	0	5
2020.01.08	15:00:00	1.30918	1.31247	1.30853	1.31215	3493	0	5
2020.01.08	16:00:00	1.31214	1.31387	1.31192	1.31251	2870	0	5
2020.01.08	17:00:00	1.31250	1.31336	1.30870	1.31001	3240	0	5
2020.01.08	18:00:00	1.30999	1.31087	1.30828	1.31087	4298	0	5
2020.01.08	19:00:00	1.31087	1.31167	1.31008	1.31047	2706	0	5
2020.01.08	20:00:00	1.31048	1.31061	1.30958	1.31029	1251	0	5
2020.01.08	21:00:00	1.31028	1.31028	1.30973	1.31006	1304	0	5
2020.01.08	22:00:00	1.31006	1.31030	1.30971	1.30975	1198	0	5
2020.01.08	23:00:00	1.30976	1.30990	1.30936	1.30952	897	0	0
2020.01.09	00:00:00	1.30941	1.31006	1.30941	1.30959	680	0	0
2020.01.09	01:00:00	1.31011	1.31051	1.30960	1.31050	1432	0	0
2020.01.09	02:00:00	1.31049	1.31118	1.31028	1.31092	2355	0	0
2020.01.09	03:00:00	1.31093	1.31138	1.31041	1.31117	1924	0	0
2020.01.09	04:00:00	1.31117	1.31121	1.31037	1.31088	1094	0	0
2020.01.09	05:00:00	1.31086	1.31110	1.31054	1.31056	979	0	0
2020.01.09	06:00:00	1.31056	1.31086	1.31042	1.31086	757	0	0
2020.01.09	07:00:00	1.31087	1.31185	1.31087	1.31162	913	0	0
2020.01.09	08:00:00	1.31161	1.31233	1.31074	1.31102	1725	0	0
2020.01.09	09:00:00	1.31104	1.31186	1.31011	1.31137	3272	0	0
