<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.06	12:00:00	1.11930	1.11994	1.11897	1.11960	1507	0	3
2020.01.06	13:00:00	1.11960	1.12053	1.11959	1.12029	1621	0	3
2020.01.06	14:00:00	1.12030	1.12041	1.11950	1.11978	1025	0	3
2020.01.06	15:00:00	1.11981	1.12029	1.11910	1.11973	1566	0	3
2020.01.06	16:00:00	1.11974	1.11999	1.11822	1.11830	1558	0	3
2020.01.06	17:00:00	1.11829	1.11899	1.11819	1.11884	1998	0	3
2020.01.06	18:00:00	1.11885	1.11894	1.11807	1.11870	1320	0	3
2020.01.06	19:00:00	1.11869	1.11957	1.11839	1.11948	954	0	3
2020.01.06	20:00:00	1.11948	1.11977	1.11915	1.11917	645	0	4
2020.01.06	21:00:00	1.11917	1.11926	1.11877	1.11909	677	0	3
2020.01.06	22:00:00	1.11910	1.11935	1.11886	1.11933	537	0	5
